cause,exposure,age,central,low,high,source
IHD,3.4,30-34,1.11585422841166,1.05574437324255,1.21704738939284,gbd2019
IHD,3.5,30-34,1.1191470966201,1.05738388700668,1.22313025840069,gbd2019
IHD,3.6,30-34,1.12243353386345,1.05902339840339,1.22919624180272,gbd2019
IHD,3.7,30-34,1.12571354998558,1.06066290736218,1.23524536521627,gbd2019
IHD,3.8,30-34,1.12898715483032,1.06230241381255,1.24127765425865,gbd2019
IHD,3.9,30-34,1.13225435824154,1.06394191768401,1.24729313454719,gbd2019
IHD,4,30-34,1.13551517006307,1.06558141890605,1.2532918316992,gbd2019
IHD,4.1,30-34,1.13876960013879,1.067207029424,1.25927263133234,gbd2019
IHD,4.2,30-34,1.14201765831253,1.06882573696713,1.26523536736069,gbd2019
IHD,4.3,30-34,1.14525935442814,1.07044348945764,1.27118129128378,gbd2019
IHD,4.4,30-34,1.14849469832949,1.07206028833137,1.27711042945534,gbd2019
IHD,4.5,30-34,1.15172369986042,1.07369287783665,1.28302280822912,gbd2019
IHD,4.6,30-34,1.15494636886478,1.07532800955901,1.28891845395885,gbd2019
IHD,4.7,30-34,1.15816271518643,1.07696299064783,1.29479739299829,gbd2019
IHD,4.8,30-34,1.16137274866921,1.0785978183923,1.30065965170118,gbd2019
IHD,4.9,30-34,1.16457647915698,1.08023269153,1.30650525642126,gbd2019
IHD,5,30-34,1.16777391649358,1.08186782763441,1.31233423351226,gbd2019
IHD,5.1,30-34,1.17096507052288,1.08350282636831,1.31814660932794,gbd2019
IHD,5.2,30-34,1.17414995108872,1.08513768498228,1.32394241022203,gbd2019
IHD,5.3,30-34,1.17732856803496,1.08677240072692,1.32972166254828,gbd2019
IHD,5.4,30-34,1.18050093120544,1.0884069708528,1.33548439266043,gbd2019
IHD,5.5,30-34,1.18366705044402,1.09004139261052,1.34123062691222,gbd2019
IHD,5.6,30-34,1.18682693559454,1.09167566325068,1.3469603916574,gbd2019
IHD,5.7,30-34,1.18998059650087,1.09330978002386,1.35267371324971,gbd2019
IHD,5.8,30-34,1.19312804300684,1.09494374018064,1.35836933183368,gbd2019
IHD,5.9,30-34,1.19626928495633,1.09657754097163,1.36384912288219,gbd2019
IHD,6,30-34,1.19940433219316,1.0982111796474,1.369425046713,gbd2019
IHD,6.1,30-34,1.2025331945612,1.09984465345855,1.3750618816323401,gbd2019
IHD,6.2,30-34,1.2056558819043,1.10147795965568,1.38068219505989,gbd2019
IHD,6.3,30-34,1.20877240406632,1.10311109548936,1.38628601292431,gbd2019
IHD,6.4,30-34,1.21188277089109,1.10474405821018,1.39187336115423,gbd2019
IHD,6.5,30-34,1.21498699222247,1.10637684506875,1.39744426567832,gbd2019
IHD,6.6,30-34,1.21808507790432,1.10800945331564,1.40299875242523,gbd2019
IHD,6.7,30-34,1.22117703778049,1.10964188020145,1.4085368473236,gbd2019
IHD,6.8,30-34,1.22426288169482,1.11127412297677,1.4140585763021,gbd2019
IHD,6.9,30-34,1.22734261949117,1.11290400142339,1.41956396528936,gbd2019
IHD,7,30-34,1.23041626101339,1.11447916541184,1.42505304021404,gbd2019
IHD,7.1,30-34,1.23348381610534,1.11611296104157,1.43052582700478,gbd2019
IHD,7.2,30-34,1.23654529461086,1.11774671290579,1.43598235159026,gbd2019
IHD,7.3,30-34,1.2396007063738,1.11938042108354,1.4414226398991,gbd2019
IHD,7.4,30-34,1.24265006123802,1.12101408565387,1.44684671785997,gbd2019
IHD,7.5,30-34,1.24569336904737,1.12264808883475,1.45225461140151,gbd2019
IHD,7.6,30-34,1.2487306396457,1.12428340048564,1.45764634645238,gbd2019
IHD,7.7,30-34,1.25176188287687,1.12591871223652,1.46302194894122,gbd2019
IHD,7.8,30-34,1.25478710858471,1.12755402408739,1.46838144479669,gbd2019
IHD,7.9,30-34,1.2578063266131,1.12918933603826,1.47372485994744,gbd2019
IHD,8,30-34,1.26081954680586,1.13082464808912,1.47905003007523,gbd2019
IHD,8.1,30-34,1.26382677900687,1.13245996023998,1.48435429004348,gbd2019
IHD,8.2,30-34,1.26682803305997,1.13409527249083,1.48964239897902,gbd2019
IHD,8.3,30-34,1.269823318809,1.13572470685285,1.4947624187213,gbd2019
IHD,8.4,30-34,1.27281264609783,1.1373535203634,1.49975704660042,gbd2019
IHD,8.5,30-34,1.27579602477031,1.13898210302348,1.5047304282028,gbd2019
IHD,8.6,30-34,1.27877346467028,1.14061045208368,1.50968262573139,gbd2019
IHD,8.7,30-34,1.2817449756416,1.14223856479458,1.51461370138911,gbd2019
IHD,8.8,30-34,1.28471056752812,1.14386643840679,1.5195237173789,gbd2019
IHD,8.9,30-34,1.28767025017369,1.14549407017088,1.5244127359037,gbd2019
IHD,9,30-34,1.29062403342216,1.14712145733746,1.52928081916644,gbd2019
IHD,9.1,30-34,1.29357192711739,1.1487485971571,1.53412802937007,gbd2019
IHD,9.2,30-34,1.29651394110322,1.1503754868804,1.53895442871752,gbd2019
IHD,9.3,30-34,1.29945008522351,1.15200212375795,1.54376007941172,gbd2019
IHD,9.4,30-34,1.3023803693221,1.15362850504034,1.54854504365562,gbd2019
IHD,9.5,30-34,1.30530480324286,1.15525462797815,1.55330938365214,gbd2019
IHD,9.6,30-34,1.30822339682963,1.15688048982198,1.55805281661273,gbd2019
IHD,9.7,30-34,1.31113615992627,1.15850608782241,1.56306126013719,gbd2019
IHD,9.8,30-34,1.31404310237662,1.16013141923004,1.56813884408331,gbd2019
IHD,9.9,30-34,1.31694423402453,1.16175648129546,1.57320245818967,gbd2019
IHD,10,30-34,1.31983956471387,1.16338127126925,1.57825212883178,gbd2019
IHD,11,30-34,1.34847598453257,1.17961360109752,1.6279877473258,gbd2019
IHD,12,30-34,1.37654313672986,1.19581569741192,1.67616403025759,gbd2019
IHD,13,30-34,1.40405086515731,1.21203354008135,1.72088372921027,gbd2019
IHD,14,30-34,1.43100901366652,1.22833944102861,1.76298936898761,gbd2019
IHD,15,30-34,1.45742742610907,1.24422127938892,1.80570089198803,gbd2019
IHD,16,30-34,1.48331594633655,1.26023989576265,1.84863872377182,gbd2019
IHD,17,30-34,1.50868441820053,1.27623320512749,1.89033987206379,gbd2019
IHD,18,30-34,1.53354268555262,1.29219157872406,1.92944705963974,gbd2019
IHD,19,30-34,1.55790059224438,1.30810012315439,1.96302801755819,gbd2019
IHD,20,30-34,1.58176798212742,1.32395606957592,1.99495920972048,gbd2019
IHD,21,30-34,1.60515469905331,1.33973508119579,2.02586117698078,gbd2019
IHD,22,30-34,1.62807058687364,1.35547527761676,2.05952498182874,gbd2019
IHD,23,30-34,1.65052548944,1.37115690348283,2.09233883993329,gbd2019
IHD,24,30-34,1.67252925060397,1.38699589880797,2.12017183153646,gbd2019
IHD,24.9999999999999,30-34,1.69409171421713,1.40292968376333,2.14592134215153,gbd2019
IHD,25.9999999999999,30-34,1.71522272413109,1.41885211315287,2.17258244764426,gbd2019
IHD,26.9999999999999,30-34,1.73593212419741,1.43365424340966,2.1941174071261,gbd2019
IHD,27.9999999999999,30-34,1.75622975826768,1.44840695757586,2.22122169351113,gbd2019
IHD,28.9999999999999,30-34,1.7761254701935,1.463711971942,2.2494859320855,gbd2019
IHD,29.9999999999999,30-34,1.79562910382644,1.47888035777718,2.27708134719899,gbd2019
IHD,30.9999999999999,30-34,1.8147505030181,1.49203737422141,2.30404692424279,gbd2019
IHD,31.9999999999999,30-34,1.83349951161981,1.50761315302466,2.33032023353836,gbd2019
IHD,32.9999999999999,30-34,1.85188595089508,1.52165602185782,2.3545834071964,gbd2019
IHD,33.9999999999999,30-34,1.86991955761496,1.53509082462214,2.37030040094854,gbd2019
IHD,34.9999999999999,30-34,1.88761004264737,1.54947021536529,2.38670482166153,gbd2019
IHD,35.9999999999999,30-34,1.90496696585458,1.56345065860478,2.40779149549513,gbd2019
IHD,36.9999999999999,30-34,1.9219996345259,1.57695703262658,2.43025641460667,gbd2019
IHD,37.9999999999999,30-34,1.93871712215932,1.59168794079432,2.44624251392445,gbd2019
IHD,38.9999999999999,30-34,1.95512844322238,1.60562203511288,2.46022488742554,gbd2019
IHD,39.9999999999999,30-34,1.97124252038856,1.61767661893002,2.47378511427832,gbd2019
IHD,40.9999999999999,30-34,1.9870681301864,1.63018167458874,2.49005482287328,gbd2019
IHD,41.9999999999999,30-34,2.00261385918743,1.64349565953284,2.50843882926316,gbd2019
IHD,42.9999999999999,30-34,2.01788779354483,1.65577188681021,2.52647690478428,gbd2019
IHD,43.9999999999999,30-34,2.03289747477155,1.67077722580152,2.54792810385694,gbd2019
IHD,44.9999999999999,30-34,2.04765024804929,1.68464268752445,2.56825235491265,gbd2019
IHD,45.9999999999999,30-34,2.06215328932344,1.69738429348077,2.57968280593634,gbd2019
IHD,46.9999999999999,30-34,2.07641345601107,1.70969647365392,2.5966760539656,gbd2019
IHD,47.9999999999999,30-34,2.09043691086814,1.72324006350383,2.61394688038186,gbd2019
IHD,48.9999999999999,30-34,2.10422936261605,1.73668836256535,2.63045902806454,gbd2019
IHD,49.9999999999999,30-34,2.11779558077219,1.75003925447392,2.63933165129548,gbd2019
IHD,50.9999999999999,30-34,2.13113877543127,1.76189843683149,2.65747456683561,gbd2019
IHD,51.9999999999999,30-34,2.14426141816947,1.77273404061446,2.67256606836515,gbd2019
IHD,52.9999999999998,30-34,2.15716565012667,1.78340891297288,2.68247024403578,gbd2019
IHD,53.9999999999998,30-34,2.16985342919466,1.79391293578942,2.6951452069561,gbd2019
IHD,54.9999999999998,30-34,2.18232653441185,1.80423599094672,2.70686921513803,gbd2019
IHD,55.9999999999998,30-34,2.19458623022819,1.81181503790486,2.71578181375921,gbd2019
IHD,56.9999999999998,30-34,2.20663359743589,1.82429872581424,2.7296860881461402,gbd2019
IHD,57.9999999999998,30-34,2.21846945237295,1.8340030885893,2.73811634686341,gbd2019
IHD,58.9999999999998,30-34,2.2300938948909,1.84346338125855,2.74632537705777,gbd2019
IHD,59.9999999999998,30-34,2.24150628161738,1.85293080496101,2.75764370921553,gbd2019
IHD,60.9999999999998,30-34,2.25270527651217,1.86400205520183,2.77788002207208,gbd2019
IHD,61.9999999999998,30-34,2.26368922168056,1.87211404424161,2.79761542650854,gbd2019
IHD,62.9999999999998,30-34,2.27445636833946,1.88235236516231,2.80550921435657,gbd2019
IHD,63.9999999999998,30-34,2.28500482118631,1.89257272076642,2.81108322152213,gbd2019
IHD,64.9999999999998,30-34,2.2953321173209,1.90369943402687,2.81901944123576,gbd2019
IHD,65.9999999999998,30-34,2.30543495807279,1.91188557500725,2.83762776473318,gbd2019
IHD,66.9999999999998,30-34,2.31530975302068,1.92037726307417,2.85532187794246,gbd2019
IHD,67.9999999999998,30-34,2.32495311433364,1.92810259486588,2.86800366882995,gbd2019
IHD,68.9999999999998,30-34,2.33436005098766,1.9358612880677,2.87676803149715,gbd2019
IHD,69.9999999999998,30-34,2.34352407187934,1.94361832533671,2.88515857801699,gbd2019
IHD,70.9999999999998,30-34,2.352438716486,1.94899429074722,2.89311987909253,gbd2019
IHD,71.9999999999998,30-34,2.361098152884,1.9506875330319,2.90551482118941,gbd2019
IHD,72.9999999999998,30-34,2.36949535777496,1.95224467043421,2.92404845847476,gbd2019
IHD,73.9999999999998,30-34,2.37762355546244,1.95367668038425,2.93140069058548,gbd2019
IHD,74.9999999999998,30-34,2.38547624134777,1.95631909954926,2.93721698361826,gbd2019
IHD,75.9999999999998,30-34,2.39304644137409,1.95876701690359,2.94410176118387,gbd2019
IHD,76.9999999999998,30-34,2.40032657326808,1.9589822742213,2.95473793038182,gbd2019
IHD,77.9999999999998,30-34,2.40730817525251,1.9603372054634,2.9637248686584,gbd2019
IHD,78.9999999999998,30-34,2.41398201902234,1.96777655172373,2.97375371595534,gbd2019
IHD,79.9999999999997,30-34,2.4203413626835,1.97029424488255,2.97859050975024,gbd2019
IHD,80.9999999999997,30-34,2.42637731393157,1.97331346904812,2.98249043889506,gbd2019
IHD,81.9999999999997,30-34,2.43208890616538,1.97616194432046,2.98781238248563,gbd2019
IHD,82.9999999999997,30-34,2.43748582564617,1.97720921243362,2.99359229547021,gbd2019
IHD,83.9999999999997,30-34,2.44256375586217,1.9777878719564,2.99535331968898,gbd2019
IHD,84.9999999999997,30-34,2.4473192473947,1.97791334537981,2.99881541134865,gbd2019
IHD,85.9999999999997,30-34,2.45174399208322,1.97839530663666,3.00845433471359,gbd2019
IHD,86.9999999999997,30-34,2.45583044990569,1.98251532766805,3.01895784557345,gbd2019
IHD,87.9999999999997,30-34,2.45957591125282,1.98642753943454,3.01923030856033,gbd2019
IHD,88.9999999999997,30-34,2.46297740144832,1.99012961791444,3.01948839530455,gbd2019
IHD,89.9999999999997,30-34,2.46604138954511,1.99361923908608,3.02597251714085,gbd2019
IHD,90.9999999999997,30-34,2.46879683566083,1.99637545877439,3.03310965964981,gbd2019
IHD,91.9999999999997,30-34,2.47126346123209,1.99697123437701,3.03980172849334,gbd2019
IHD,92.9999999999997,30-34,2.4734389266134,1.99747052715076,3.04611456357315,gbd2019
IHD,93.9999999999997,30-34,2.47533073415162,1.99788094325983,3.05201888825197,gbd2019
IHD,94.9999999999997,30-34,2.47697588046748,1.99821008886839,3.0523217235268,gbd2019
IHD,95.9999999999997,30-34,2.47842625020081,1.9984655701406,3.05244990542478,gbd2019
IHD,96.9999999999997,30-34,2.47970970552431,1.99865643598112,3.05570334687245,gbd2019
IHD,97.9999999999997,30-34,2.4808417394926,1.99883840625602,3.06108044071508,gbd2019
IHD,98.9999999999997,30-34,2.48183373542102,1.99897026563282,3.06573220116847,gbd2019
IHD,100,30-34,2.48268615920801,1.99905883718984,3.06740356671759,gbd2019
IHD,110,30-34,2.48750576033418,1.99924065339953,3.06757805783395,gbd2019
IHD,120,30-34,2.49162606428768,2.0039256835752,3.07339720731812,gbd2019
IHD,130,30-34,2.49574636824117,2.00395410216912,3.07871854880108,gbd2019
IHD,140,30-34,2.49986667219467,2.00925632758441,3.08315611616609,gbd2019
IHD,150,30-34,2.50398697614816,2.01082036154535,3.09498418797765,gbd2019
IHD,160,30-34,2.50810728010166,2.01082026157286,3.09667861700771,gbd2019
IHD,170,30-34,2.51222758405515,2.01082016160037,3.10459352130218,gbd2019
IHD,180,30-34,2.51634788800865,2.01082006162788,3.11566303080842,gbd2019
IHD,190,30-34,2.52046819196214,2.01081996165539,3.12615491868759,gbd2019
IHD,200,30-34,2.52458849591563,2.01081986168289,3.13360232209431,gbd2019
IHD,210,30-34,2.52870879986913,2.0108197617104002,3.13419305453377,gbd2019
IHD,220,30-34,2.53282910382262,2.01081966173792,3.14136190217566,gbd2019
IHD,230,30-34,2.53694940777612,2.01081956176542,3.15038311481998,gbd2019
IHD,240,30-34,2.54106971172961,2.01171625234967,3.16330283698707,gbd2019
IHD,250,30-34,2.54519001568311,2.01171954657962,3.17597437115435,gbd2019
IHD,260,30-34,2.5493103196366,2.01171945189871,3.18441686909257,gbd2019
IHD,270,30-34,2.5534306235901,2.0117193572178,3.19396474786317,gbd2019
IHD,280,30-34,2.55755092754359,2.01171926253689,3.19957285194028,gbd2019
IHD,290,30-34,2.56167123149709,2.01259788015278,3.2129576945185,gbd2019
IHD,300,30-34,2.56579153545058,2.01975012295309,3.21326601130233,gbd2019
IHD,0,35-39,1,1,1,gbd2019
IHD,0.01,35-39,1.00032039025395,1.00015871866455,1.00055850173196,gbd2019
IHD,0.02,35-39,1.00064071890069,1.00031743732858,1.00111685945928,gbd2019
IHD,0.03,35-39,1.00096098594883,1.00047615599056,1.0016750732028,gbd2019
IHD,0.04,35-39,1.00128119140698,1.00063487464899,1.0022331429834,gbd2019
IHD,0.05,35-39,1.00160133528375,1.00079359330235,1.00279106882193,gbd2019
IHD,0.06,35-39,1.00192141758774,1.0009523119491,1.00334885073927,gbd2019
IHD,0.07,35-39,1.00224143832757,1.00111103058774,1.00390648875628,gbd2019
IHD,0.08,35-39,1.00256139751183,1.00126974921675,1.00446398289382,gbd2019
IHD,0.09,35-39,1.00288129514914,1.00142846783459,1.00502133317274,gbd2019
IHD,0.1,35-39,1.0032011312481,1.00158718643977,1.00557853961393,gbd2019
IHD,0.11,35-39,1.00352090581733,1.00174590503075,1.00613560223824,gbd2019
IHD,0.12,35-39,1.00384061886542,1.00190462360602,1.00669252106653,gbd2019
IHD,0.13,35-39,1.00416027040099,1.00206334216406,1.00724929611966,gbd2019
IHD,0.14,35-39,1.00447986043264,1.00222206070334,1.00780592741851,gbd2019
IHD,0.15,35-39,1.00479938896898,1.00238077922236,1.00836241498394,gbd2019
IHD,0.16,35-39,1.00511885601862,1.00253949771958,1.0089187588368,gbd2019
IHD,0.17,35-39,1.00543826159016,1.0026982161935,1.00947495899797,gbd2019
IHD,0.18,35-39,1.00575760569221,1.00285693464258,1.0100310154883,gbd2019
IHD,0.19,35-39,1.00607688833339,1.00301565306532,1.01058692832866,gbd2019
IHD,0.2,35-39,1.00639610952229,1.0031743714602,1.01114269753991,gbd2019
IHD,0.21,35-39,1.00671526926752,1.00333308982568,1.01169832314293,gbd2019
IHD,0.22,35-39,1.0070343675777,1.00349180816026,1.01225380515856,gbd2019
IHD,0.23,35-39,1.00735340446142,1.00365052646242,1.01280914360767,gbd2019
IHD,0.24,35-39,1.0076723799273,1.00380924473063,1.01336433851114,gbd2019
IHD,0.25,35-39,1.00799129398394,1.00396796296338,1.01391938988981,gbd2019
IHD,0.26,35-39,1.00831014663996,1.00412668115915,1.01447429776456,gbd2019
IHD,0.27,35-39,1.00862893790395,1.00428539931641,1.01502906215625,gbd2019
IHD,0.28,35-39,1.00894766778452,1.00444411743365,1.01558368308574,gbd2019
IHD,0.29,35-39,1.00926633629029,1.00460283550935,1.0161381605739,gbd2019
IHD,0.3,35-39,1.00958494342986,1.004761553542,1.01669249464159,gbd2019
IHD,0.31,35-39,1.00990348921184,1.00492027153006,1.01724668530966,gbd2019
IHD,0.32,35-39,1.01022197364483,1.00507898947202,1.017800732599,gbd2019
IHD,0.33,35-39,1.01054039673744,1.00523770736637,1.01835463653046,gbd2019
IHD,0.34,35-39,1.01085875849828,1.00539642521158,1.0189083971249,gbd2019
IHD,0.35,35-39,1.01117705893596,1.00555514300613,1.01946201440319,gbd2019
IHD,0.36,35-39,1.01149529805908,1.00571386074851,1.02001548838619,gbd2019
IHD,0.37,35-39,1.01181347587625,1.00587257843719,1.02056881909476,gbd2019
IHD,0.38,35-39,1.01213159239608,1.00603129607066,1.02112200654977,gbd2019
IHD,0.39,35-39,1.01244964762718,1.00619001364739,1.02167505077209,gbd2019
IHD,0.4,35-39,1.01276764157814,1.00634873116587,1.02222795178257,gbd2019
IHD,0.41,35-39,1.01308557425759,1.00650744862458,1.02278070960208,gbd2019
IHD,0.42,35-39,1.01340344567413,1.006666166022,1.02333332425148,gbd2019
IHD,0.43,35-39,1.01372125583636,1.00682488335661,1.02388579575164,gbd2019
IHD,0.44,35-39,1.01403900475289,1.00698360062689,1.02443812412342,gbd2019
IHD,0.45,35-39,1.01435669243234,1.00714231783131,1.02499030938769,gbd2019
IHD,0.46,35-39,1.0146743188833,1.00730103496837,1.0255423515653,gbd2019
IHD,0.47,35-39,1.01499188411438,1.00745975203655,1.02609425067712,gbd2019
IHD,0.48,35-39,1.0153093881342,1.00761846903431,1.02664600674402,gbd2019
IHD,0.49,35-39,1.01562683095135,1.00777718596015,1.02719761978686,gbd2019
IHD,0.5,35-39,1.01594421257445,1.00793590281254,1.02774908982649,gbd2019
IHD,0.51,35-39,1.0162615330121,1.00809461958997,1.0283004168838,gbd2019
IHD,0.52,35-39,1.01657879227292,1.00825333629091,1.02885160097963,gbd2019
IHD,0.53,35-39,1.0168959903655,1.00841205291385,1.02940264213486,gbd2019
IHD,0.54,35-39,1.01721312729846,1.00857076945727,1.02995354037034,gbd2019
IHD,0.55,35-39,1.0175302030804,1.00872948591964,1.03050429570695,gbd2019
IHD,0.56,35-39,1.01784721771993,1.00888820229946,1.03105490816553,gbd2019
IHD,0.57,35-39,1.01816417122565,1.00904691859519,1.03160537776697,gbd2019
IHD,0.58,35-39,1.01848106360618,1.00920563480532,1.03215570453211,gbd2019
IHD,0.59,35-39,1.01879789487013,1.00936435092833,1.03270588848183,gbd2019
IHD,0.6,35-39,1.01911466502609,1.00952306696271,1.03325592963699,gbd2019
IHD,0.61,35-39,1.01943137408268,1.00968178290693,1.03380582801845,gbd2019
IHD,0.62,35-39,1.0197480220485,1.00984049875947,1.03435558364708,gbd2019
IHD,0.63,35-39,1.02006460893217,1.00999921451881,1.03490519654374,gbd2019
IHD,0.64,35-39,1.02038113474228,1.01015793018344,1.03545466672928,gbd2019
IHD,0.65,35-39,1.02069759948745,1.01031664575183,1.03600399422459,gbd2019
IHD,0.66,35-39,1.02101400317628,1.01047515454372,1.03655317905051,gbd2019
IHD,0.67,35-39,1.02133034581738,1.01063348163075,1.03710222122792,gbd2019
IHD,0.68,35-39,1.02164662741936,1.01079179719176,1.03765112077768,gbd2019
IHD,0.69,35-39,1.02196284799083,1.0109501012284,1.03819987772065,gbd2019
IHD,0.7,35-39,1.02227900754038,1.01110839374232,1.03874849207769,gbd2019
IHD,0.71,35-39,1.02259510607664,1.01126667473517,1.03929696386967,gbd2019
IHD,0.72,35-39,1.02291114360821,1.0114249442086,1.03984529311745,gbd2019
IHD,0.73,35-39,1.02322712014368,1.01158320216427,1.0403934798419,gbd2019
IHD,0.74,35-39,1.02354303569168,1.01174144860382,1.04094152406388,gbd2019
IHD,0.75,35-39,1.02385889026081,1.01189968352891,1.04148942580425,gbd2019
IHD,0.76,35-39,1.02417468385968,1.01205790694118,1.04203718508387,gbd2019
IHD,0.77,35-39,1.02449041649689,1.0122161188423,1.04258480192362,gbd2019
IHD,0.78,35-39,1.02480608818104,1.01237431923391,1.04313227634435,gbd2019
IHD,0.79,35-39,1.02512169892076,1.01253250811766,1.04367960836693,gbd2019
IHD,0.8,35-39,1.02543724872465,1.0126906854952,1.04422679801221,gbd2019
IHD,0.81,35-39,1.0257527376013,1.01284885136819,1.04477384530108,gbd2019
IHD,0.82,35-39,1.02606816555934,1.01300700573827,1.04532075025438,gbd2019
IHD,0.83,35-39,1.02638353260736,1.01316514860711,1.04586751289298,gbd2019
IHD,0.84,35-39,1.02669883875398,1.01332327997634,1.04641413323775,gbd2019
IHD,0.85,35-39,1.0270140840078,1.01348139984763,1.04696061130955,gbd2019
IHD,0.86,35-39,1.02732926837743,1.01363950822261,1.04750694712924,gbd2019
IHD,0.87,35-39,1.02764439187148,1.01379760510295,1.04805314071768,gbd2019
IHD,0.88,35-39,1.02795945449855,1.0139556904903,1.04859919209575,gbd2019
IHD,0.89,35-39,1.02827445626725,1.0141137643863,1.0491451012843,gbd2019
IHD,0.9,35-39,1.02858939718619,1.01427182679261,1.0496908683042,gbd2019
IHD,0.91,35-39,1.02890427726397,1.01442987771088,1.05023649317631,gbd2019
IHD,0.92,35-39,1.02921909650921,1.01458791714276,1.05078197592149,gbd2019
IHD,0.93,35-39,1.02953385493051,1.01474594508991,1.05132731656061,gbd2019
IHD,0.94,35-39,1.02984855253648,1.01490396155396,1.05187251511453,gbd2019
IHD,0.95,35-39,1.03016318933573,1.01506196653659,1.05241757160412,gbd2019
IHD,0.96,35-39,1.03047776533685,1.01521996003942,1.05296248605024,gbd2019
IHD,0.97,35-39,1.03079228054847,1.01537794206413,1.05350725847374,gbd2019
IHD,0.98,35-39,1.03110673497918,1.01553591261236,1.05405188889551,gbd2019
IHD,0.99,35-39,1.0314211286376,1.01569387168575,1.0545963773364,gbd2019
IHD,1,35-39,1.03173546153233,1.01585181928597,1.05514072381727,gbd2019
IHD,1.1,35-39,1.03487545037038,1.0174306646267,1.06057638541505,gbd2019
IHD,1.2,35-39,1.03800937230766,1.01900836446621,1.06599787396117,gbd2019
IHD,1.3,35-39,1.0411372359514799,1.02058492045592,1.07140521031927,gbd2019
IHD,1.4,35-39,1.04425904990915,1.02216033424725,1.07679841535297,gbd2019
IHD,1.5,35-39,1.047374822788,1.02373460749161,1.0821775099259,gbd2019
IHD,1.6,35-39,1.05048456319534,1.02530774184042,1.08753264938982,gbd2019
IHD,1.7,35-39,1.05358827973847,1.02687973894509,1.09285706239423,gbd2019
IHD,1.8,35-39,1.05668598102473,1.02845060045706,1.09816446078428,gbd2019
IHD,1.9,35-39,1.05977767566141,1.03002032802772,1.10345487893958,gbd2019
IHD,2,35-39,1.06286337225584,1.03158892330851,1.10872835123976,gbd2019
IHD,2.1,35-39,1.06594307941533,1.03315638795083,1.11398491206442,gbd2019
IHD,2.2,35-39,1.0690168057472,1.0347227236061,1.11922459579319,gbd2019
IHD,2.3,35-39,1.07208455985875,1.03628793192575,1.12444743680567,gbd2019
IHD,2.4,35-39,1.07514635035732,1.03785201456118,1.12965346948149,gbd2019
IHD,2.5,35-39,1.0782021858502,1.03939998580055,1.13484272820027,gbd2019
IHD,2.6,35-39,1.08125207494472,1.04094462130014,1.1400152473416,gbd2019
IHD,2.7,35-39,1.08429602624819,1.0425025387304,1.14517106128512,gbd2019
IHD,2.8,35-39,1.08733404836793,1.04407509417499,1.15031020441043,gbd2019
IHD,2.9,35-39,1.09036614991125,1.04564750705649,1.15543271109716,gbd2019
IHD,3,35-39,1.09339233948546,1.04720979530468,1.16053861572492,gbd2019
IHD,3.1,35-39,1.09641262569788,1.04876500869997,1.16562795267332,gbd2019
IHD,3.2,35-39,1.09942701715583,1.05031905138448,1.17070075632198,gbd2019
IHD,3.3,35-39,1.10243552246662,1.05187192517531,1.17575706105052,gbd2019
IHD,3.4,35-39,1.10543815023756,1.05342363188959,1.18079690123855,gbd2019
IHD,3.5,35-39,1.10843490907597,1.05497417334445,1.18582031126568,gbd2019
IHD,3.6,35-39,1.11142580758917,1.056523551357,1.19083777538037,gbd2019
IHD,3.7,35-39,1.11441085438447,1.05807176774437,1.19589364071425,gbd2019
IHD,3.8,35-39,1.11739005806918,1.05961882432368,1.20093647721568,gbd2019
IHD,3.9,35-39,1.12036342725062,1.06116472291205,1.20596630259697,gbd2019
IHD,4,35-39,1.12333097053611,1.06270946532661,1.2109831345704,gbd2019
IHD,4.1,35-39,1.12629269653295,1.06425305338447,1.21598699084829,gbd2019
IHD,4.2,35-39,1.12924861384847,1.06579548890277,1.22097788914292,gbd2019
IHD,4.3,35-39,1.13219873108998,1.06733717842091,1.22595584716661,gbd2019
IHD,4.4,35-39,1.1351430568648,1.06887863415488,1.23092088263164,gbd2019
IHD,4.5,35-39,1.13808159978023,1.07041900039516,1.23587301325031,gbd2019
IHD,4.6,35-39,1.1410143684436,1.0719582788275,1.24081225673493,gbd2019
IHD,4.7,35-39,1.14394137146221,1.07349647113766,1.24573863079779,gbd2019
IHD,4.8,35-39,1.1468626174434,1.07503357901138,1.25065215315119,gbd2019
IHD,4.9,35-39,1.14977811499445,1.07656960413442,1.25555284150743,gbd2019
IHD,5,35-39,1.15268787272271,1.07810454819254,1.26044071357881,gbd2019
IHD,5.1,35-39,1.15559189923547,1.07963841287148,1.26531578707763,gbd2019
IHD,5.2,35-39,1.15849020314006,1.081171199857,1.27017807971619,gbd2019
IHD,5.3,35-39,1.16138279304378,1.08270291083486,1.27502760920677,gbd2019
IHD,5.4,35-39,1.16426967755396,1.08423354749079,1.2798643932617,gbd2019
IHD,5.5,35-39,1.16715086527791,1.08576311151056,1.28468844959325,gbd2019
IHD,5.6,35-39,1.17002636482294,1.08729160457992,1.28949979591374,gbd2019
IHD,5.7,35-39,1.17289618479636,1.08881902838462,1.29429844993545,gbd2019
IHD,5.8,35-39,1.17576033380551,1.09034538461042,1.29908442937069,gbd2019
IHD,5.9,35-39,1.17861882045767,1.09187067494306,1.30385775193176,gbd2019
IHD,6,35-39,1.1814716533601901,1.0933949010683,1.30861843533096,gbd2019
